Adj Close,Close,High,Low,Open,Volume
183.8198699951172,185.00999450683594,186.10000610351562,184.41000366210938,184.41000366210938,49799100
182.77662658691406,183.9600067138672,185.41000366210938,182.58999633789062,184.89999389648438,49515700
185.79708862304688,187.0,187.0500030517578,183.6699981689453,183.74000549316406,51245300
185.4791259765625,186.67999267578125,187.55999755859375,185.00999450683594,185.5500030517578,53079300
184.0782012939453,185.27000427246094,188.0500030517578,185.22999572753906,186.8300018310547,48088700
186.85023498535156,188.05999755859375,188.38999938964844,185.6699981689453,185.88999938964844,50730800
188.0325927734375,189.25,189.89999389648438,187.60000610351562,187.92999267578125,51216800
188.3704071044922,189.58999633789062,190.07000732421875,188.94000244140625,189.0800018310547,46347300
192.72225952148438,193.97000122070312,194.47999572753906,191.25999450683594,191.6300048828125,85069600
191.22195434570312,192.4600067138672,193.8800048828125,191.75999450683594,193.77999877929688,31458200
190.09922790527344,191.3300018310547,192.97999572753906,190.6199951171875,191.57000732421875,46920300
190.57611083984375,191.80999755859375,192.02000427246094,189.1999969482422,189.83999633789062,45094300
189.45338439941406,190.67999267578125,192.6699981689453,190.24000549316406,191.41000366210938,46778000
187.39674377441406,188.61000061035156,189.99000549316406,187.0399932861328,189.25999450683594,59922200
186.8701629638672,188.0800018310547,189.3000030517578,186.60000610351562,189.16000366210938,46638100
188.54925537109375,189.77000427246094,191.6999969482422,188.47000122070312,189.67999267578125,60750200
189.3142852783203,190.5399932861328,191.19000244140625,189.77999877929688,190.5,41342300
189.46334838867188,190.69000244140625,191.17999267578125,189.6300048828125,190.22999572753906,41573900
192.7421112060547,193.99000549316406,194.32000732421875,191.80999755859375,191.89999389648438,50520200
192.48377990722656,193.72999572753906,194.3300018310547,192.4199981689453,193.35000610351562,48353800
193.844970703125,195.10000610351562,198.22999572753906,192.64999389648438,193.10000610351562,80507300
191.88766479492188,193.1300048828125,196.47000122070312,192.5,195.08999633789062,59581200
190.705322265625,191.94000244140625,194.97000122070312,191.22999572753906,194.10000610351562,71917800
191.5100860595703,192.75,194.91000366210938,192.25,193.41000366210938,45377800
192.37449645996094,193.6199951171875,194.44000244140625,192.9199981689453,193.3300018310547,37283200
193.24884033203125,194.5,195.63999938964844,193.32000732421875,193.6699981689453,47471900
191.97706604003906,193.22000122070312,197.1999969482422,192.5500030517578,196.02000427246094,47460200
194.57028198242188,195.8300018310547,196.6300048828125,194.13999938964844,194.6699981689453,48291400
195.18629455566406,196.4499969482422,196.49000549316406,195.25999450683594,196.05999755859375,38824100
194.3516845703125,195.61000061035156,196.72999572753906,195.27999877929688,196.24000549316406,35175100
191.34115600585938,192.5800018310547,195.17999267578125,191.85000610351562,195.0399932861328,50389300
189.9402618408203,191.1699981689453,192.3699951171875,190.69000244140625,191.57000732421875,61235200
180.81932067871094,181.99000549316406,187.3800048828125,181.9199981689453,185.52000427246094,115799700
177.69949340820312,178.85000610351562,183.1300048828125,177.35000610351562,182.1300048828125,97576100
178.6433868408203,179.8000030517578,180.27000427246094,177.5800018310547,179.69000244140625,67823000
177.04373168945312,178.19000244140625,180.92999267578125,177.00999450683594,180.8699951171875,60378500
176.82518005371094,177.97000122070312,180.75,177.60000610351562,179.47999572753906,54686900
176.88485717773438,177.7899932861328,178.6199951171875,176.5500030517578,177.32000732421875,51988100
178.54637145996094,179.4600067138672,179.69000244140625,177.30999755859375,177.97000122070312,43675600
176.54660034179688,177.4499969482422,179.47999572753906,177.0500030517578,178.8800048828125,43622600
175.67108154296875,176.57000732421875,178.5399932861328,176.5,177.1300048828125,46964900
173.11415100097656,174.0,177.50999450683594,173.47999572753906,177.13999938964844,66062900
173.60166931152344,174.49000549316406,175.10000610351562,171.9600067138672,172.3000030517578,61114200
174.9447784423828,175.83999633789062,176.1300048828125,173.74000549316406,175.07000732421875,46311900
176.32769775390625,177.22999572753906,177.67999267578125,176.25,177.05999755859375,42084200
180.19790649414062,181.1199951171875,181.5500030517578,178.3300018310547,178.52000427246094,52722800
175.48202514648438,176.3800048828125,181.10000610351562,176.00999450683594,180.6699981689453,54945800
177.70068359375,178.61000061035156,179.14999389648438,175.82000732421875,177.3800048828125,51449600
179.2726593017578,180.19000244140625,180.58999633789062,178.5500030517578,180.08999633789062,43820700
183.1826171875,184.1199951171875,184.89999389648438,179.5,179.6999969482422,53003900
186.6946563720703,187.64999389648438,187.85000610351562,184.74000549316406,184.94000244140625,60813900
186.91354370117188,187.8699951171875,189.1199951171875,187.47999572753906,187.83999633789062,60794500
188.49546813964844,189.4600067138672,189.9199981689453,188.27999877929688,189.49000549316406,45732600
188.73423767089844,189.6999969482422,189.97999572753906,187.61000061035156,188.27999877929688,45280000
181.9788055419922,182.91000366210938,188.85000610351562,181.47000122070312,188.39999389648438,81755800
176.65603637695312,177.55999755859375,178.2100067138672,173.5399932861328,175.17999267578125,112488800
177.2728729248047,178.17999267578125,180.24000549316406,177.7899932861328,178.35000610351562,65551300
178.44686889648438,179.36000061035156,180.3000030517578,177.33999633789062,180.07000732421875,58953100
175.40245056152344,176.3000030517578,180.1300048828125,174.82000732421875,179.49000549316406,90370200
173.32308959960938,174.2100067138672,177.3000030517578,173.97999572753906,176.50999450683594,84267900
174.84530639648438,175.74000549316406,176.10000610351562,173.5800018310547,174.0,60895800
174.11900329589844,175.00999450683594,176.5,173.82000732421875,176.47999572753906,109205100
177.06393432617188,177.97000122070312,179.3800048828125,176.1699981689453,176.47999572753906,67257600
178.15834045410156,179.07000732421875,179.6300048828125,177.1300048828125,177.52000427246094,51826900
174.59657287597656,175.49000549316406,179.6999969482422,175.39999389648438,179.25999450683594,58436200
173.0445098876953,173.92999267578125,176.3000030517578,173.86000061035156,174.5500030517578,63047900
173.90011596679688,174.7899932861328,177.0800018310547,174.0500030517578,174.6699981689453,56725400
175.18356323242188,176.0800018310547,176.97000122070312,174.14999389648438,174.1999969482422,46172700
171.08453369140625,171.9600067138672,175.1999969482422,171.66000366210938,174.82000732421875,64588900
169.56231689453125,170.42999267578125,173.0399932861328,169.0500030517578,172.6199951171875,66921800
169.82101440429688,170.69000244140625,172.02999877929688,167.6199951171875,169.33999633789062,56294400
170.33837890625,171.2100067138672,173.07000732421875,170.33999633789062,172.02000427246094,51814200
172.8654327392578,173.75,174.3000030517578,170.92999267578125,171.22000122070312,52164500
171.52230834960938,172.39999389648438,173.6300048828125,170.82000732421875,172.25999450683594,49594600
172.77590942382812,173.66000366210938,174.2100067138672,170.97000122070312,171.08999633789062,53020300
174.01953125,174.91000366210938,175.4499969482422,172.67999267578125,173.7899932861328,48527900
176.58641052246094,177.49000549316406,177.99000549316406,173.17999267578125,173.8000030517578,57224100
178.07875061035156,178.99000549316406,179.0500030517578,175.8000030517578,176.80999755859375,42390800
177.4818115234375,178.38999938964844,179.72000122070312,177.9499969482422,178.10000610351562,43698000
178.88461303710938,179.8000030517578,179.85000610351562,177.60000610351562,178.1999969482422,47551100
179.79000854492188,180.7100067138672,182.33999633789062,179.0399932861328,180.07000732421875,56743100
177.939453125,178.85000610351562,181.92999267578125,178.13999938964844,181.4199981689453,51427100
177.8101348876953,178.72000122070312,179.0800018310547,176.50999450683594,176.75,52517000
176.24810791015625,177.14999389648438,178.4199981689453,174.8000030517578,176.64999389648438,57549400
174.9447784423828,175.83999633789062,177.5800018310547,175.11000061035156,175.5800018310547,54764400
174.56674194335938,175.4600067138672,177.83999633789062,175.19000244140625,176.0399932861328,59302900
171.9998779296875,172.8800048828125,175.4199981689453,172.63999938964844,175.30999755859375,64189300
172.1192626953125,173.0,174.00999450683594,169.92999267578125,170.91000366210938,55980100
172.5570068359375,173.44000244140625,173.6699981689453,171.4499969482422,173.0500030517578,43816600
170.22894287109375,171.10000610351562,173.05999755859375,170.64999389648438,171.8800048828125,57157000
166.04037475585938,166.88999938964844,171.3800048828125,165.6699981689453,170.3699951171875,70625300
167.36358642578125,168.22000122070312,168.9600067138672,166.8300018310547,166.91000366210938,58499100
169.4230194091797,170.2899932861328,171.1699981689453,168.8699951171875,169.02000427246094,51131000
169.90060424804688,170.77000427246094,170.89999389648438,167.89999389648438,169.35000610351562,44846000
173.0843048095703,173.97000122070312,174.22999572753906,170.1199951171875,171.0,56934900
176.66600036621094,177.57000732421875,177.77999877929688,175.4600067138672,175.52000427246094,77334800
175.7506561279297,176.64999389648438,176.82000732421875,173.35000610351562,174.24000549316406,79763700
178.31753540039062,179.22999572753906,179.42999267578125,176.2100067138672,176.3800048828125,63841300
180.89434814453125,181.82000732421875,182.44000244140625,178.97000122070312,179.17999267578125,70530000
181.95889282226562,182.88999938964844,183.4499969482422,181.58999633789062,182.35000610351562,49340300
181.48133850097656,182.41000366210938,184.1199951171875,181.80999755859375,182.9600067138672,53763500
185.69534301757812,186.39999389648438,186.57000732421875,183.52999877929688,183.97000122070312,66133400
184.1013946533203,184.8000030517578,186.02999877929688,184.2100067138672,185.82000732421875,43627500
186.73141479492188,187.44000244140625,188.11000061035156,186.3000030517578,187.6999969482422,60108400
187.29925537109375,188.00999450683594,189.5,187.77999877929688,187.85000610351562,53790500
188.99285888671875,189.7100067138672,190.9600067138672,188.64999389648438,189.57000732421875,54412900
188.97291564941406,189.69000244140625,190.3800048828125,188.57000732421875,190.25,50922700
190.72625732421875,191.4499969482422,191.91000366210938,189.8800048828125,189.88999938964844,46505100
189.9193115234375,190.63999938964844,191.52000427246094,189.74000549316406,191.41000366210938,38134500
190.58680725097656,191.30999755859375,192.92999267578125,190.8300018310547,191.49000549316406,39617700
189.25184631347656,189.97000122070312,190.89999389648438,189.25,190.8699951171875,24048300
189.072509765625,189.7899932861328,190.6699981689453,188.89999389648438,189.9199981689453,40552600
189.68020629882812,190.39999389648438,191.0800018310547,189.39999389648438,189.77999877929688,38415400
188.65411376953125,189.3699951171875,192.08999633789062,188.97000122070312,190.89999389648438,43014200
189.23191833496094,189.9499969482422,190.32000732421875,188.19000244140625,189.83999633789062,48794400
190.51705932617188,191.24000549316406,191.55999755859375,189.22999572753906,190.3300018310547,45679300
188.71388244628906,189.42999267578125,190.0500030517578,187.4499969482422,189.97999572753906,43389500
192.68881225585938,193.4199981689453,194.39999389648438,190.17999267578125,190.2100067138672,66628400
191.5929718017578,192.32000732421875,194.75999450683594,192.11000061035156,194.4499969482422,41089700
193.53561401367188,194.27000427246094,195.0,193.58999633789062,193.6300048828125,47477700
194.9701690673828,195.7100067138672,195.99000549316406,193.6699981689453,194.1999969482422,53377300
192.44972229003906,193.17999267578125,193.49000549316406,191.4199981689453,193.11000061035156,60943700
193.9739532470703,194.7100067138672,194.72000122070312,191.72000122070312,193.0800018310547,52696900
197.21165466308594,197.9600067138672,198.0,194.85000610351562,195.08999633789062,70404200
197.361083984375,198.11000061035156,199.6199951171875,196.16000366210938,198.02000427246094,66831600
196.82313537597656,197.57000732421875,198.39999389648438,197.0,197.52999877929688,128256700
195.1494903564453,195.88999938964844,196.6300048828125,194.38999938964844,196.08999633789062,55751900
196.1955108642578,196.94000244140625,196.9499969482422,195.88999938964844,196.16000366210938,40714100
194.09349060058594,194.8300018310547,197.67999267578125,194.8300018310547,196.89999389648438,52242800
193.94403076171875,194.67999267578125,197.0800018310547,193.5,196.10000610351562,46482500
192.86814880371094,193.60000610351562,195.41000366210938,192.97000122070312,195.17999267578125,37122800
192.32020568847656,193.0500030517578,193.88999938964844,192.8300018310547,193.61000061035156,28919300
192.41983032226562,193.14999389648438,193.5,191.08999633789062,192.49000549316406,48087700
192.84820556640625,193.5800018310547,194.66000366210938,193.1699981689453,194.13999938964844,34049900
191.8021697998047,192.52999877929688,194.39999389648438,191.72999572753906,193.89999389648438,42628800
184.93821716308594,185.63999938964844,188.44000244140625,183.88999938964844,187.14999389648438,82488700
183.553466796875,184.25,185.8800048828125,183.42999267578125,184.22000122070312,58414500
181.2223358154297,181.91000366210938,183.08999633789062,180.8800048828125,182.14999389648438,71983600
180.4950714111328,181.17999267578125,182.75999450683594,180.1699981689453,181.99000549316406,62303300
184.8585205078125,185.55999755859375,185.60000610351562,181.5,182.08999633789062,59144500
184.4401092529297,185.13999938964844,185.14999389648438,182.72999572753906,183.9199981689453,42841800
185.4861602783203,186.19000244140625,186.39999389648438,183.9199981689453,184.35000610351562,46792900
184.88841247558594,185.58999633789062,187.0500030517578,183.6199951171875,186.5399932861328,49128400
185.2171630859375,185.9199981689453,186.74000549316406,185.19000244140625,186.05999755859375,40444700
182.93582153320312,183.6300048828125,184.25999450683594,180.92999267578125,182.16000366210938,65603000
181.98941040039062,182.67999267578125,182.92999267578125,180.3000030517578,181.27000427246094,47317400
187.9169158935547,188.6300048828125,189.13999938964844,185.8300018310547,186.08999633789062,78005800
190.83584594726562,191.55999755859375,191.9499969482422,188.82000732421875,189.3300018310547,68741000
193.1570281982422,193.88999938964844,195.3300018310547,192.25999450683594,192.3000030517578,60133900
194.44215393066406,195.17999267578125,195.75,193.8300018310547,195.02000427246094,42355600
193.7647247314453,194.5,196.3800048828125,194.33999633789062,195.4199981689453,53631300
193.43597412109375,194.1699981689453,196.27000427246094,193.11000061035156,195.22000122070312,54822100
191.69259643554688,192.4199981689453,194.75999450683594,191.94000244140625,194.27000427246094,44594000
191.00518798828125,191.72999572753906,192.1999969482422,189.5800018310547,192.00999450683594,47145600
187.3291473388672,188.0399932861328,191.8000030517578,187.47000122070312,190.94000244140625,55859400
183.70291137695312,184.39999389648438,187.10000610351562,184.35000610351562,187.0399932861328,55467800
186.15362548828125,186.86000061035156,186.9499969482422,183.82000732421875,183.99000549316406,64885400
185.14743041992188,185.85000610351562,187.3300018310547,179.25,179.86000061035156,102518000
186.9705047607422,187.67999267578125,189.25,185.83999633789062,188.14999389648438,69668800
188.5843963623047,189.3000030517578,189.30999755859375,186.77000427246094,186.86000061035156,43490800
188.6939697265625,189.41000366210938,191.0500030517578,188.61000061035156,190.63999938964844,53439000
187.6081085205078,188.32000732421875,189.5399932861328,187.35000610351562,189.38999938964844,40962000
188.37615966796875,188.85000610351562,189.99000549316406,188.0,188.64999389648438,45155200
186.680419921875,187.14999389648438,188.6699981689453,186.7899932861328,188.4199981689453,41781900
184.57571411132812,185.0399932861328,186.2100067138672,183.50999450683594,185.77000427246094,56529500
183.6879425048828,184.14999389648438,185.52999877929688,182.44000244140625,185.32000732421875,54630500
183.398681640625,183.86000061035156,184.49000549316406,181.35000610351562,183.5500030517578,65434500
181.85255432128906,182.30999755859375,184.85000610351562,181.6699981689453,183.4199981689453,49701400
181.1044464111328,181.55999755859375,182.42999267578125,180.0,181.7899932861328,53665600
181.862548828125,182.32000732421875,182.88999938964844,180.66000366210938,181.94000244140625,41529700
183.9073944091797,184.3699951171875,184.9600067138672,182.4600067138672,183.47999572753906,52292200
182.06204223632812,182.52000427246094,185.0399932861328,182.22999572753906,185.00999450683594,45119700
180.70545959472656,181.16000366210938,182.75999450683594,180.64999389648438,182.24000549316406,40867400
182.17176818847656,182.6300048828125,183.9199981689453,179.55999755859375,181.10000610351562,54318900
180.9647979736328,181.4199981689453,183.1199951171875,180.1300048828125,182.50999450683594,48953900
180.29647827148438,180.75,182.57000732421875,179.52999877929688,181.27000427246094,136682600
179.209228515625,179.66000366210938,180.52999877929688,177.3800048828125,179.5500030517578,73488000
174.66065979003906,175.10000610351562,176.89999389648438,173.7899932861328,176.14999389648438,81510100
169.6931610107422,170.1199951171875,172.0399932861328,169.6199951171875,170.75999450683594,95132400
168.69564819335938,169.1199951171875,171.24000549316406,168.67999267578125,171.05999755859375,68587700
168.57595825195312,169.0,170.72999572753906,168.49000549316406,169.14999389648438,71765100
170.30160522460938,170.72999572753906,173.6999969482422,168.94000244140625,169.0,76114600
172.31655883789062,172.75,174.3800048828125,172.0500030517578,172.94000244140625,60139500
172.7953338623047,173.22999572753906,174.02999877929688,171.00999450683594,173.14999389648438,59825400
170.70062255859375,171.1300048828125,173.19000244140625,170.75999450683594,172.77000427246094,52488700
172.56593322753906,173.0,174.30999755859375,172.0500030517578,172.91000366210938,72913500
172.18687438964844,172.6199951171875,172.6199951171875,170.2899932861328,171.1699981689453,121664700
173.28411865234375,173.72000122070312,177.7100067138672,173.52000427246094,175.57000732421875,75604200
175.63819885253906,176.0800018310547,176.61000061035156,173.02999877929688,174.33999633789062,55215200
178.22171020507812,178.6699981689453,178.6699981689453,175.08999633789062,175.72000122070312,53423100
170.9400177001953,171.3699951171875,177.49000549316406,170.83999633789062,177.0500030517578,106181300
171.8477325439453,172.27999877929688,173.0500030517578,170.05999755859375,171.75999450683594,71106600
170.42132568359375,170.85000610351562,171.94000244140625,169.4499969482422,170.57000732421875,54288300
169.28419494628906,169.7100067138672,171.4199981689453,169.5800018310547,170.0,57388400
172.87513732910156,173.30999755859375,173.60000610351562,170.11000061035156,170.41000366210938,60273300
171.04974365234375,171.47999572753906,172.22999572753906,170.50999450683594,171.75,65672700
